Wafer,Session,Die,Device,TestSite,DieCol,DieRow,Band,DesignWavelength_nm,FSR_nm,Notch_at_0V_nm,dLambda_dV_pm_per_V,PeakIL_dB,PeakIL_near_1310_dB,I_at_-1V_pA,I_at_-2V_pA,FailedContact,Vpi_V,Vpi_L_V_cm,ER_at_-2V_dB,ER_at_0V_dB,FWHM_nm,Q_factor,Centre_nm,Score_Vpi_V,Score_ER_at_-2V_dB,Score_PeakIL_dB,Score_I_at_-1V_pA,Score_Q_factor,Score_FSR_nm,EfficiencyScore
D23,20190603_204847,"(-3,2)",MZMOTE_LULAB_380_500,DCM_LMZO,-3,2,O,1310.0,9.879799999999932,1309.0519,-135.8799999995683,-8.493072509765625,-8.493072509765625,155611.7,304250.2,False,36.35487194594982,1.381485133946093,32.96709728240967,32.61757230758667,4.995746948408623,263.0114002108434,1313.9384,0.40154002544540845,0.6705269718739655,0.653572164580728,0.4688684752967047,0.7132164784001764,0.031309292836104764,0.5158338005625752
D23,20190603_204847,"(2,2)",MZMOTE_LULAB_380_500,DCM_LMZO,2,2,O,1310.0,9.818500000000085,1311.3043,-127.97142857095228,-6.635082244873047,-6.635082244873047,130227.7,252618.69999999998,False,38.362078589113864,1.4577589863863267,33.196410179138184,34.62968635559082,4.8894820001276,267.1968932426596,1306.4544,0.29289557141206196,0.6858229252933307,0.9995845935501395,0.5570306859372127,0.7771922378729179,0.018189289754114043,0.5575006864493656
D23,20190603_204847,"(0,3)",MZMOTE_LULAB_380_500,DCM_LMZO,0,3,O,1310.0,9.747699999999895,1310.5671,-137.80571428537803,-6.896923065185547,-6.896923065185547,135814.30000000002,263769.5,False,35.36754644228197,1.3439667648067148,33.88769340515137,34.07207202911377,4.734138790611723,275.80955222296745,1305.7207,0.4549811799296831,0.7319338775142364,0.9508221323297577,0.5376276365374231,0.9088377561324074,0.00303600723845718,0.6191791504765091
D24,20190603_225101,"(-1,-1)",MZMOTE_LULAB_380_500,DCM_LMZO,-1,-1,O,1310.0,9.820900000000165,1312.4875,-110.18857142820373,-6.977557182312012,-6.977557182312012,304715.8,605403.4,False,44.56405901586278,1.6934342426027857,30.53217840194702,32.43903303146362,4.663773886752097,280.40988516078,1307.7683,0.0,0.5081095661944977,0.9358056883515944,0.0,0.9791543929746667,0.018702960347880795,0.3617314537108565
D24,20190603_225101,"(-3,-1)",MZMOTE_LULAB_380_500,DCM_LMZO,-3,-1,O,1310.0,9.834499999999935,1307.3978,-107.65142857144596,-9.097068452835083,-9.097068452835083,299828.89999999997,595391.5,False,45.67751738414221,1.735745660597404,27.872760772705078,30.043344497680664,4.704913714966551,278.9864553359469,1312.6072,0.0,0.3307173272063769,0.5410903570610224,0.0,0.9573970985752701,0.021613760379079725,0.26163274844319706
D24,20190603_225101,"(3,-1)",MZMOTE_LULAB_380_500,DCM_LMZO,3,-1,O,1310.0,9.78060000000005,1305.6861,-123.64571428563018,-8.669951438903809,-8.669951438903809,233058.5,460699.0,False,39.550905813873115,1.5029344209271784,29.335119247436523,29.120326042175293,4.804362727847547,272.9243552739526,1311.2276,0.22854769511650141,0.42826163208857343,0.6206321061417512,0.19988482043406303,0.8647371771471956,0.010077574961142326,0.3812735459677993
D24,20190603_225101,"(-3,-3)",MZMOTE_LULAB_380_500,DCM_LMZO,-3,-3,O,1310.0,9.85349999999994,1306.2426,-147.6628571427604,-9.901712322235108,-9.901712322235108,254913.30000000002,504288.89999999997,False,33.364856236235426,1.2678645369769461,22.929859161376953,25.64531707763672,4.47741212131632,293.00072552050835,1311.885,0.5633811719159962,0.001008907479376883,0.39124200480254306,0.12398001894075318,1.0,0.025680319246266015,0.3564945019877759
D24,20190603_225101,"(0,-3)",MZMOTE_LULAB_380_500,DCM_LMZO,0,-3,O,1310.0,9.755699999999933,1313.5701,-138.25714285725977,-8.006197690963745,-8.006197690963745,265657.80000000005,526489.3,False,35.28099814008152,1.3406779293230977,33.53683090209961,33.48180866241455,4.810378650345001,272.1509043588715,1309.1489,0.4596657962705589,0.7085301502060629,0.7442425743459915,0.08666285567937038,0.8529148877941711,0.004748242550964355,0.5118655607402496
D24,20190603_225101,"(2,-3)",MZMOTE_LULAB_380_500,DCM_LMZO,2,-3,O,1310.0,9.776599999999917,1309.8096,-132.16571428561312,-9.180018043518066,-9.180018043518066,225853.1,446154.1,False,36.98614293746584,1.405473431623702,27.973721504211426,28.287545204162598,4.746566917132668,274.94899424874643,1305.0638,0.3673711009582735,0.33745175282455053,0.5256427038108603,0.2249101904525438,0.8956840250062025,0.009221457304864407,0.3952365144924239
D24,20190603_225101,"(-1,-4)",MZMOTE_LULAB_380_500,DCM_LMZO,-1,-4,O,1310.0,9.688700000000154,1309.1374,-136.79428571421184,-10.497353553771973,-10.497353553771973,263335.1,521719.7,False,35.41339446094119,1.3457089895157652,26.281664848327637,27.459879875183105,4.947170851460214,265.72132628328166,1314.5688,0.45249955554252497,0.22458579473599852,0.28031609027396603,0.09472992023399983,0.7546380211626048,0.0,0.3233929377139211
D24,20190603_225101,"(-4,0)",MZMOTE_LULAB_380_500,DCM_LMZO,-4,0,O,1310.0,9.75200000000018,1312.3581,-131.1428571428556,-8.283376550674438,-8.283376550674438,254443.4,503521.4,False,37.180827886711356,1.4128714596950316,33.5020227432251,33.05414009094238,4.845551847513434,269.8975144948904,1307.8024,0.3568333518474263,0.7062083271234793,0.692623719113177,0.1256120478873328,0.8184715553502956,0.003956333718986359,0.4751180436670809
D24,20190603_225101,"(0,0)",MZMOTE_LULAB_380_500,DCM_LMZO,0,0,O,1310.0,9.911200000000008,1313.5977,-112.95999999968997,-6.977410554885864,-6.977410554885864,305591.8,607136.5,False,43.87039660068701,1.6670750708261064,30.716142177581787,30.576136112213135,4.986735161676506,262.52276440521433,1309.1315,0.0,0.5203805783490879,0.9358329946905098,0.0,0.7057476219158709,0.0380298164376796,0.33551547953627925
D24,20190603_225101,"(2,0)",MZMOTE_LULAB_380_500,DCM_LMZO,2,0,O,1310.0,9.827800000000025,1310.6992,-123.3485714285445,-6.921209287643433,-6.921209287643433,278712.5,552951.0,False,39.83751042343138,1.5138253960903925,31.928518772125244,31.994060516357422,4.756631458646325,274.5257671006571,1305.8179,0.21303459314718237,0.6012502380212172,0.946299323474443,0.04132204212561067,0.8892149476423948,0.020179763304881124,0.44334325945340464
